user_id,event_type,percentage,date,time,timezone
8,power_connected,81,2025-10-30,08:16:08,+05:30
8,power_disconnected,100,2025-10-30,08:50:09,+05:30
8,power_connected,70,2025-10-30,13:25:26,+05:30
8,power_disconnected,100,2025-10-30,14:18:23,+05:30
8,power_connected,70,2025-10-31,06:37:36,+05:30
8,power_disconnected,100,2025-10-31,07:32:35,+05:30
8,power_connected,75,2025-10-31,11:46:04,+05:30
8,power_disconnected,99,2025-10-31,12:17:11,+05:30
8,power_connected,77,2025-10-31,18:41:55,+05:30
8,power_disconnected,99,2025-10-31,19:12:52,+05:30
8,power_connected,83,2025-11-01,06:50:46,+05:30
8,power_disconnected,100,2025-11-01,07:43:27,+05:30
8,power_connected,37,2025-11-01,18:32:54,+05:30
8,power_disconnected,96,2025-11-01,19:31:35,+05:30
8,power_connected,87,2025-11-02,06:29:28,+05:30
8,power_disconnected,100,2025-11-02,07:09:22,+05:30
8,power_connected,82,2025-11-02,10:58:41,+05:30
8,power_disconnected,90,2025-11-02,11:07:25,+05:30
8,power_connected,70,2025-11-02,17:56:46,+05:30
8,power_disconnected,100,2025-11-02,18:35:47,+05:30
8,power_connected,89,2025-11-03,05:49:33,+05:30
8,power_disconnected,100,2025-11-03,06:37:05,+05:30
8,power_connected,51,2025-11-03,16:05:12,+05:30
8,power_disconnected,60,2025-11-03,16:35:13,+05:30
8,power_connected,58,2025-11-03,16:52:58,+05:30
8,power_disconnected,100,2025-11-03,17:46:54,+05:30
8,power_connected,90,2025-11-03,18:48:18,+05:30
8,power_disconnected,98,2025-11-03,19:05:07,+05:30
8,power_connected,88,2025-11-04,06:23:44,+05:30
8,power_disconnected,100,2025-11-04,07:10:41,+05:30
8,power_connected,48,2025-11-04,17:48:30,+05:30
8,power_disconnected,97,2025-11-04,18:44:22,+05:30
8,power_connected,86,2025-11-05,05:48:53,+05:30
8,power_disconnected,100,2025-11-05,06:33:32,+05:30
8,power_connected,69,2025-11-05,16:59:37,+05:30
8,power_disconnected,85,2025-11-05,17:45:29,+05:30
8,power_connected,83,2025-11-05,18:22:15,+05:30
8,power_disconnected,100,2025-11-05,19:07:41,+05:30
8,power_connected,88,2025-11-06,05:08:31,+05:30
8,power_disconnected,100,2025-11-06,05:43:39,+05:30
8,power_connected,59,2025-11-06,16:50:17,+05:30
8,power_disconnected,74,2025-11-06,17:35:01,+05:30
8,power_connected,68,2025-11-06,18:36:55,+05:30
8,power_disconnected,100,2025-11-06,19:23:18,+05:30
8,power_connected,96,2025-11-07,05:05:06,+05:30
8,power_disconnected,100,2025-11-07,06:00:11,+05:30
8,power_connected,50,2025-11-07,18:49:48,+05:30
8,power_disconnected,92,2025-11-07,19:28:56,+05:30
8,power_connected,81,2025-11-08,05:40:13,+05:30
8,power_disconnected,100,2025-11-08,06:15:20,+05:30
8,power_connected,49,2025-11-08,18:29:08,+05:30
8,power_disconnected,100,2025-11-08,19:30:45,+05:30
8,power_connected,94,2025-11-09,05:51:17,+05:30
8,power_disconnected,100,2025-11-09,06:19:17,+05:30
8,power_connected,53,2025-11-09,19:02:16,+05:30
8,power_disconnected,96,2025-11-09,19:46:26,+05:30
8,power_connected,90,2025-11-10,05:09:11,+05:30
8,power_disconnected,100,2025-11-10,05:35:15,+05:30
8,power_connected,51,2025-11-10,15:53:45,+05:30
8,power_disconnected,71,2025-11-10,16:53:42,+05:30
8,power_connected,65,2025-11-10,18:23:58,+05:30
8,power_disconnected,100,2025-11-10,19:04:51,+05:30
8,power_connected,89,2025-11-11,05:08:59,+05:30
8,power_disconnected,100,2025-11-11,05:49:10,+05:30
8,power_connected,99,2025-11-11,06:03:06,+05:30
8,power_disconnected,99,2025-11-11,06:03:06,+05:30
8,power_connected,98,2025-11-11,06:23:11,+05:30
8,power_disconnected,100,2025-11-11,06:32:15,+05:30
8,power_connected,53,2025-11-11,17:10:15,+05:30
8,power_disconnected,67,2025-11-11,17:53:10,+05:30
8,power_connected,65,2025-11-11,18:22:04,+05:30
8,power_disconnected,100,2025-11-11,19:07:41,+05:30
8,power_connected,85,2025-11-12,05:54:47,+05:30
8,power_disconnected,100,2025-11-12,06:30:37,+05:30
8,power_connected,56,2025-11-12,17:23:52,+05:30
8,power_disconnected,71,2025-11-12,18:06:48,+05:30
8,power_connected,67,2025-11-12,18:48:10,+05:30
8,power_disconnected,100,2025-11-12,19:40:43,+05:30
8,power_connected,84,2025-11-13,05:57:40,+05:30
8,power_disconnected,100,2025-11-13,06:47:36,+05:30
8,power_connected,50,2025-11-13,18:01:48,+05:30
8,power_disconnected,100,2025-11-13,19:27:01,+05:30
8,power_connected,92,2025-11-14,06:13:30,+05:30
8,power_disconnected,100,2025-11-14,06:42:14,+05:30
8,power_connected,43,2025-11-14,17:59:30,+05:30
8,power_disconnected,100,2025-11-14,19:00:37,+05:30
8,power_connected,85,2025-11-15,06:03:05,+05:30
8,power_disconnected,100,2025-11-15,06:51:15,+05:30
